1,1,120.4,333.05,133.1,59.5,1,1,1.0
1,2,209.39,251.35,93.38999999999999,40.599999999999994,1,1,1.0
1,3,732.57,265.23,73.42999999999995,40.45999999999998,1,1,1.0
2,1,96.39,337.22,136.74,60.14999999999998,1,1,1.0
2,2,209.39,251.52,93.38999999999999,40.52000000000001,1,1,1.0
2,3,718.65,267.42,75.05000000000007,40.339999999999975,1,1,1.0
3,1,72.38,341.4,140.39000000000001,60.78000000000003,1,1,1.0
3,2,209.39,251.7,93.38999999999999,40.44,1,1,1.0
3,3,704.72,269.61,76.67999999999995,40.21999999999997,1,1,1.0
4,1,48.37,345.57,144.03,61.43000000000001,1,1,1.0
4,2,209.39,251.87,93.38999999999999,40.360000000000014,1,1,1.0
4,3,690.8,271.8,78.30000000000007,40.099999999999966,1,1,1.0
5,1,24.34,348.62,146.06,63.129999999999995,1,1,1.0
5,2,209.39,252.05,93.38999999999999,40.27999999999997,1,1,1.0
5,3,676.99,273.1,78.93999999999994,40.97999999999996,1,1,1.0
6,1,0.32,351.67,148.08,64.82999999999998,1,1,1.0
6,2,209.39,252.22,93.38999999999999,40.20000000000002,1,1,1.0
6,3,663.17,274.4,79.60000000000002,41.85000000000002,1,1,1.0
7,1,0.32,354.03,125.08000000000001,67.57000000000005,1,1,1.0
7,2,209.39,252.4,93.38999999999999,40.119999999999976,1,1,1.0
7,3,649.36,275.7,80.24000000000001,42.73000000000002,1,1,1.0
8,1,0.32,356.4,102.08000000000001,70.30000000000001,1,1,1.0
8,2,209.39,252.57,93.38999999999999,40.04000000000002,1,1,1.0
8,3,634.24,277.33,81.33000000000004,43.49000000000001,1,1,1.0
9,1,0.32,360.45,77.73,66.25,1,1,1.0
9,2,209.39,252.75,93.38999999999999,39.95999999999998,1,1,1.0
9,3,619.11,278.96,82.41999999999996,44.25,1,1,1.0
10,1,0.32,364.5,53.38,62.19999999999999,1,1,1.0
10,2,209.39,252.92,93.38999999999999,39.880000000000024,1,1,1.0
10,3,603.99,280.6,83.50999999999999,45.0,1,1,1.0
11,1,0.32,364.5,27.68,62.19999999999999,1,1,1.0
