1,1,54.36,60.25,123.16000000000001,56.84,1,1,1.0
1,2,0.0,11.03,18.06,34.37,1,1,1.0
1,3,91.35,0.0,227.06000000000003,61.83,1,1,1.0
1,4,315.98,0.76,393.9,111.96,1,1,1.0
2,1,37.68,57.72,119.1,56.010000000000005,1,1,1.0
2,2,0.0,16.6,9.5,25.299999999999997,1,1,1.0
2,3,91.66,0.0,226.51000000000002,62.07,1,1,1.0
2,4,315.66,0.76,393.50999999999993,111.96,1,1,1.0
3,1,21.0,55.19,115.03999999999999,55.17,1,1,1.0
3,3,91.98,0.0,225.95999999999998,62.31,1,1,1.0
3,4,315.34,0.76,393.13000000000005,111.96,1,1,1.0
4,1,4.32,52.67,110.97999999999999,54.33,1,1,1.0
4,3,92.29,0.0,225.41999999999996,62.54,1,1,1.0
4,4,315.02,0.76,392.74,111.96,1,1,1.0
5,1,2.16,48.62,93.69,54.339999999999996,1,1,1.0
5,3,92.61,0.0,224.87,62.78,1,1,1.0
5,4,314.71,0.76,392.34,111.96,1,1,1.0
6,1,0.0,44.58,76.4,54.33,1,1,1.0
6,3,92.92,0.0,224.32999999999998,63.02,1,1,1.0
6,4,314.39,0.76,391.95000000000005,111.96,1,1,1.0
7,1,0.0,44.58,59.7,49.28,1,1,1.0
7,3,93.24,0.0,223.77999999999997,63.25,1,1,1.0
7,4,314.07,0.76,391.56,111.96,1,1,1.0
8,1,0.0,44.58,43.0,44.22,1,1,1.0
8,3,93.55,0.0,223.24,63.49,1,1,1.0
8,4,313.75,0.76,391.16999999999996,111.96,1,1,1.0
9,1,0.0,44.58,27.6,40.42,1,1,1.0
9,3,93.87,0.0,222.69,63.73,1,1,1.0
9,4,313.44,0.76,390.78000000000003,111.96,1,1,1.0
10,1,0.0,44.58,12.2,36.620000000000005,1,1,1.0
10,3,94.18,0.0,222.14999999999998,63.96,1,1,1.0
10,4,313.12,0.76,390.39,111.96,1,1,1.0
10,5,914.19,189.81,45.809999999999945,81.75999999999999,1,1,1.0
11,3,94.5,0.0,221.60000000000002,64.2,1,1,1.0
11,4,312.8,0.76,389.99999999999994,111.96,1,1,1.0
11,5,867.0,178.3,93.0,93.26999999999998,1,1,1.0
12,3,94.66,0.0,221.44000000000003,63.97,1,1,1.0
12,4,312.8,0.76,389.99999999999994,111.96,1,1,1.0
12,5,819.8,171.0,140.20000000000005,100.57,1,1,1.0
13,3,94.81,0.0,221.29000000000002,63.73,1,1,1.0
13,4,312.8,0.76,389.99999999999994,111.96,1,1,1.0
13,5,778.9,157.4,181.10000000000002,114.16999999999999,1,1,1.0
14,3,94.97,0.0,221.13000000000002,63.5,1,1,1.0
14,4,312.8,0.76,389.99999999999994,111.96,1,1,1.0
14,5,735.9,150.0,224.10000000000002,121.57,1,1,1.0
15,3,95.12,0.0,220.98000000000002,63.26,1,1,1.0
15,4,312.8,0.76,389.99999999999994,111.96,1,1,1.0
15,5,694.5,141.6,248.73000000000002,118.96000000000001,1,1,1.0
15,6,0.0,162.29,34.4,78.5,1,1,1.0
16,3,95.28,0.0,220.82000000000002,63.03,1,1,1.0
16,4,312.8,0.76,389.99999999999994,111.96,1,1,1.0
16,5,653.1,133.2,273.36,116.36000000000001,1,1,1.0
16,6,0.0,162.29,53.35,93.41,1,1,1.0
17,3,95.43,0.0,220.67000000000002,62.79,1,1,1.0
17,4,312.8,0.76,389.99999999999994,111.96,1,1,1.0
17,5,618.51,127.05,261.32000000000005,113.07000000000001,1,1,1.0
17,6,0.0,162.29,72.3,108.31000000000003,1,1,1.0
18,3,95.59,0.0,220.51000000000002,62.56,1,1,1.0
18,4,312.8,0.76,389.99999999999994,111.96,1,1,1.0
18,5,583.92,120.9,249.2800000000001,109.78999999999999,1,1,1.0
18,6,0.0,168.05,94.95,113.69999999999999,1,1,1.0
19,3,95.74,0.0,220.36,62.32,1,1,1.0
19,4,312.8,0.76,389.99999999999994,111.96,1,1,1.0
19,5,549.84,115.2,242.70999999999992,105.21999999999998,1,1,1.0
19,6,0.0,173.8,117.6,119.09999999999997,1,1,1.0
20,3,95.9,0.0,220.20000000000002,62.09,1,1,1.0
20,4,312.8,0.76,389.99999999999994,111.96,1,1,1.0
20,5,515.77,109.5,236.13,100.66,1,1,1.0
20,6,0.0,180.9,142.65,126.9,1,1,1.0
21,3,96.05,0.0,220.05,61.85,1,1,1.0
21,4,312.8,0.76,389.99999999999994,111.96,1,1,1.0
21,5,485.36,104.8,227.03999999999996,97.17999999999999,1,1,1.0
21,6,0.0,188.0,167.7,134.7,1,1,1.0
22,3,96.21,0.0,219.89000000000004,61.62,1,1,1.0
22,4,312.8,0.76,389.99999999999994,111.67999999999999,1,1,1.0
22,5,454.94,100.1,217.95999999999998,93.70000000000002,1,1,1.0
22,6,6.75,195.45,190.4,142.15000000000003,1,1,1.0
23,3,96.36,0.0,219.74,61.38,1,1,1.0
23,4,312.8,0.76,389.99999999999994,111.39,1,1,1.0
23,5,427.75,95.4,210.35000000000002,90.5,1,1,1.0
23,6,13.5,202.9,213.1,149.6,1,1,1.0
24,3,96.52,0.0,219.58000000000004,61.15,1,1,1.0
24,4,312.8,0.76,389.99999999999994,111.1,1,1,1.0
24,5,400.55,90.7,202.74999999999994,87.3,1,1,1.0
24,6,35.5,214.05,226.64999999999998,157.05,1,1,1.0
25,3,96.67,0.0,219.43,60.91,1,1,1.0
25,4,312.8,0.76,389.99999999999994,110.82,1,1,1.0
25,5,375.89,86.8,195.71000000000004,84.95,1,1,1.0
25,6,57.5,225.2,240.2,164.5,1,1,1.0
26,3,96.83,0.0,219.27000000000004,60.68,1,1,1.0
26,4,312.8,0.76,389.99999999999994,110.53,1,1,1.0
26,5,351.23,82.9,188.66999999999996,82.6,1,1,1.0
26,6,83.77,236.52,261.03000000000003,175.83,1,1,1.0
27,3,96.98,0.0,219.12,60.44,1,1,1.0
27,4,312.8,0.76,389.99999999999994,110.25,1,1,1.0
27,5,329.7,79.75,181.25,80.25,1,1,1.0
27,6,110.04,247.85,281.85999999999996,187.15,1,1,1.0
28,3,97.14,0.0,218.96000000000004,60.21,1,1,1.0
28,4,312.8,0.76,389.99999999999994,109.96,1,1,1.0
28,5,308.16,76.6,173.83999999999997,77.9,1,1,1.0
28,6,143.11,259.62,298.59,203.02999999999997,1,1,1.0
29,3,97.29,0.0,218.81,59.97,1,1,1.0
29,4,312.8,0.76,389.99999999999994,109.67,1,1,1.0
29,5,288.2,72.3,168.75,76.72000000000001,1,1,1.0
29,6,176.17,271.4,315.33000000000004,218.90000000000003,1,1,1.0
29,7,910.16,180.37,49.41000000000008,79.86000000000001,1,1,1.0
30,3,97.45,0.0,218.65000000000003,59.74,1,1,1.0
30,4,312.8,0.76,389.99999999999994,109.39,1,1,1.0
30,5,268.23,68.0,163.66999999999996,75.53999999999999,1,1,1.0
30,6,213.31,288.16,347.04,226.98999999999995,1,1,1.0
30,7,862.78,170.59,96.79000000000008,83.38,1,1,1.0
31,3,97.6,0.0,218.50000000000003,59.5,1,1,1.0
31,4,312.8,0.76,389.99999999999994,109.1,1,1,1.0
31,5,249.05,66.05,159.75,72.39999999999999,1,1,1.0
31,6,250.46,304.92,378.74,235.07999999999998,1,1,1.0
31,7,815.4,160.8,144.17000000000007,86.89999999999998,1,1,1.0
32,3,97.6,0.0,218.50000000000003,59.31,1,1,1.0
32,4,312.8,0.76,389.99999999999994,108.82,1,1,1.0
32,5,229.87,64.1,155.82999999999998,69.26000000000002,1,1,1.0
32,6,298.93,324.86,397.31,214.68999999999994,1,1,1.0
32,7,771.16,145.53,188.62,99.41999999999999,1,1,1.0
33,3,97.6,0.0,218.50000000000003,59.12,1,1,1.0
33,4,312.8,0.76,389.99999999999994,108.53,1,1,1.0
33,5,213.43,59.01,151.51999999999998,69.26000000000002,1,1,1.0
33,6,347.4,344.8,415.87,194.29000000000002,1,1,1.0
33,7,726.93,130.26,233.07000000000005,111.94,1,1,1.0
34,3,97.6,0.0,218.50000000000003,58.93,1,1,1.0
34,4,312.8,0.76,389.99999999999994,108.24,1,1,1.0
34,5,196.99,53.92,147.20999999999998,69.26,1,1,1.0
34,6,408.1,367.45,429.43999999999994,172.09999999999997,1,1,1.0
34,7,688.04,121.98,237.01,109.83999999999999,1,1,1.0
35,3,97.6,0.0,218.50000000000003,58.73,1,1,1.0
35,4,312.8,0.76,389.99999999999994,107.96,1,1,1.0
35,5,181.72,53.51,142.92999999999998,66.15,1,1,1.0
35,6,468.79,390.1,443.00999999999993,149.89999999999998,1,1,1.0
35,7,649.14,113.7,240.96000000000004,107.73,1,1,1.0
36,3,97.6,0.0,218.50000000000003,58.54,1,1,1.0
36,4,312.8,0.76,389.99999999999994,107.67,1,1,1.0
36,5,166.45,53.1,138.65000000000003,63.04,1,1,1.0
36,6,542.15,418.65,393.65,121.35000000000002,1,1,1.0
36,7,611.58,106.6,235.62,103.69,1,1,1.0
37,3,97.6,0.0,218.50000000000003,58.35,1,1,1.0
37,4,312.8,0.76,389.99999999999994,107.38,1,1,1.0
37,5,152.36,51.95,133.53999999999996,59.879999999999995,1,1,1.0
37,6,615.5,447.2,344.29999999999995,92.80000000000001,1,1,1.0
37,7,574.01,99.5,230.28999999999996,99.66,1,1,1.0
38,3,97.6,0.0,218.50000000000003,58.16,1,1,1.0
38,4,312.8,0.76,389.99999999999994,107.1,1,1,1.0
38,5,138.26,50.8,128.44,56.72,1,1,1.0
38,6,725.1,478.0,234.69999999999993,62.0,1,1,1.0
38,7,541.66,93.45,221.69000000000005,96.10000000000001,1,1,1.0
39,3,97.6,0.0,218.50000000000003,57.97,1,1,1.0
39,4,312.8,0.76,389.99999999999994,106.80999999999999,1,1,1.0
